1.000000000000000	,1.000000000000000
1.000000000000000	,-1.000000000000000
-1.000000000000000	,-1.000000000000000
0.500000000000000	,0.500000000000000
0.500000000000000	,-0.500000000000000
-0.500000000000000	,-0.500000000000000
-0.500000000000000	,0.500000000000000
-1.000000000000000	,1.000000000000000
1.000000000000000	,0.800000000000000
1.000000000000000	,0.600000000000000
1.000000000000000	,0.400000000000000
1.000000000000000	,0.200000000000000
1.000000000000000	,0
1.000000000000000	,-0.200000000000000
1.000000000000000	,-0.400000000000000
1.000000000000000	,-0.600000000000000
1.000000000000000	,-0.800000000000000
0.800000000000000	,-1.000000000000000
0.600000000000000	,-1.000000000000000
0.400000000000000	,-1.000000000000000
0.200000000000000	,-1.000000000000000
0	                ,-1.000000000000000
-0.200000000000000	,-1.000000000000000
-0.400000000000000	,-1.000000000000000
-0.600000000000000	,-1.000000000000000
-0.800000000000000	,-1.000000000000000
0.500000000000000	,0.300000000000000
0.500000000000000	,0.100000000000000
0.500000000000000	,-0.100000000000000
0.500000000000000	,-0.300000000000000
0.300000000000000	,-0.500000000000000
0.100000000000000	,-0.500000000000000
-0.100000000000000	,-0.500000000000000
-0.300000000000000	,-0.500000000000000
-0.300000000000000	,0.500000000000000
-0.100000000000000	,0.500000000000000
0.100000000000000	,0.500000000000000
0.300000000000000	,0.500000000000000
-1.000000000000000	,-0.800000000000000
-1.000000000000000	,-0.600000000000000
-1.000000000000000	,-0.400000000000000
-1.000000000000000	,-0.200000000000000
-1.000000000000000	,0
-1.000000000000000	,0.200000000000000
-1.000000000000000	,0.400000000000000
-1.000000000000000	,0.600000000000000
-1.000000000000000	,0.800000000000000
-0.800000000000000	,1.000000000000000
-0.600000000000000	,1.000000000000000
-0.400000000000000	,1.000000000000000
-0.200000000000000	,1.000000000000000
0	                ,1.000000000000000
0.200000000000000	,1.000000000000000
0.400000000000000	,1.000000000000000
0.600000000000000	,1.000000000000000
0.800000000000000	,1.000000000000000
-0.500000000000000	,-0.300000000000000
-0.500000000000000	,-0.100000000000000
-0.500000000000000	,0.100000000000000
-0.500000000000000	,0.300000000000000
0.724374095158595	,0.727317594672962
-0.738723591727171	,0.685679681339137
-0.696963365931971	,-0.749071760916797
0.712689329394281	,-0.691390658068922
-0.725897833711059	,0.193130075489390
-0.723005765689643	,-0.192686020013900
0.324551172257715	,0.753252504568323
0.022826295634108	,0.746083339861722
-0.317220905779130	,0.772443172060590
-0.193085321871653	,-0.723796936020421
0.185088925624873	,-0.745058618667769
0.723135690203334	,-0.192829481264901
0.731693588809346	,0.178297689311300
-0.741529021217512	,-0.458135179574132
0.750599026024645	,0.429126063215727
0.745829865279659	,-0.430088687847510
0.435369360512197	,-0.745437204430424
-0.440679284039971	,-0.744447777164328
-0.765158042537909	,0.458430220065582
-0.502535480646332	,0.802843136608851
0.471478141734361	,0.691042855910897
0.672631165583013	,-0.003522800878633
0.001682196482486	,-0.676254485091556
-0.671083263779414	,-0.000049080804640
-0.847508863434372	,0.101363630621580
-0.846386787064865	,-0.101675480690736
0.846109814896326	,-0.102472602575034
0.848752256792676	,0.096783804034758
-0.101814460601742	,-0.847478700018823
0.098527084917508	,-0.853093099043856
-0.159192641350584	,0.660810973419027
0.181800153454712	,0.819503082196330
-0.127921624889340	,0.852079313990556
0.183872423984994	,0.649868872828542
-0.851500074039291	,-0.681941887347311
0.874613113130210	,-0.688944169114800
-0.847921854453479	,0.830965562580606
0.860373085015205	,0.671324443242303
0.710180750498709	,0.870605091087216
0.668451572004988	,-0.859553484615793
-0.690550531691081	,-0.884894806182698
-0.906258830605984	,-0.909325277144188
0.906777803804708	,-0.906632921795295
0.908346600138803	,0.907455826462855
0.616878978295513	,0.177914667193273
-0.609583364115328	,-0.189494300848500
0.213179928332459	,-0.627471584635317
0.610425201752729	,-0.189740296440247
-0.189775872328571	,-0.610852313237685
-0.611425606187197	,0.190120890517677
-0.293507759567930	,0.903902473572438
-0.416665601549869	,0.648031297615849
-0.838986628243815	,0.316321491492951
-0.317746691002490	,-0.829741710555641
0.829279222252829	,-0.315012383199598
0.303598811915722	,-0.848003942909217
-0.832386251308563	,-0.316827273040403
0.839428065224478	,0.302992464718886
-0.678214247618970	,0.831589818526777
-0.649772006432310	,-0.353419386597754
0.449548182902104	,0.854125304249188
0.678360035551953	,0.309321645456171
0.609716340220731	,0.624066586212349
0.665470258098753	,-0.524558476557141
-0.670874570912109	,0.540778759921515
-0.555619971721583	,-0.656358416109137
-0.873834934244665	,0.665591241580997
0.653864940943299	,-0.351360808564500
0.383736391071066	,-0.622941180875847
-0.529402651472314	,-0.837904695977039
-0.876426048555401	,0.502551948123788
0.355449413269022	,0.618832282854251
-0.658725536804499	,0.357413877347658
-0.357189144949334	,-0.652453976269499
0.832779630178299	,-0.522876669788222
0.497174869205563	,-0.870323910401046
0.865116025510886	,0.496785624288355
-0.859234085008280	,-0.509069055644460
0.008949031776118	,0.611172820095673
0.310417119669466	,0.885472470752148
0.593889533576373	,0.794909009450049
0.054667138152797	,0.883552521303467
0.833804292130552	,0.829821693045794
-0.422593965310169	,0.895596460601742
-0.824660469132355	,-0.837545391871721
0.827215427733125	,-0.825417732670029
0.545474798844548	,-0.642804163608553
0.572374892728470	,-0.763466213196867
-0.783997202253442	,0.571550458623969
-0.298229149663317	,0.645140267650079
-0.583809723166219	,0.668701188099016
-0.635507256244519	,-0.513024095071583
0.629737731306723	,0.456630443781938
0.739883295774907	,0.569155665795511
0.305114267655962	,-0.718383108901851
-0.724524432755543	,-0.595099472779531
